auroc,auprc,brier,ece,subgroup,n_samples,n_events
0.8926976024206149,0.7647946061875055,0.11510933190584183,0.13564335749874273,adult (<65),194088,39821
0.8711369171822377,0.7676550127088738,0.14356249570846558,0.15750805739486334,elderly (65+),165515,42351
