auroc,auprc,brier,ece,subgroup,n_samples,n_events
0.8935327909611768,0.7671143351909213,0.11504553626207756,0.13329033745025082,adult (<65),194088,39821
0.8728563690869355,0.7718393798816491,0.14216059740887907,0.1532401956694172,elderly (65+),165515,42351
